Host Star Name,Planetary Name,Planets in host system,Constellation
Kepler-17,Kepler-17 b,1,
Kepler-170,Kepler-170 b,2,
Kepler-170,Kepler-170 c,2,
Kepler-171,Kepler-171 b,3,
Kepler-171,Kepler-171 c,3,
Kepler-171,Kepler-171 d,3,
Kepler-172,Kepler-172 b,4,
Kepler-172,Kepler-172 c,4,
Kepler-172,Kepler-172 d,4,
Kepler-172,Kepler-172 e,4,
Kepler-173,Kepler-173 b,2,
Kepler-173,Kepler-173 c,2,
Kepler-174,Kepler-174 b,3,
Kepler-174,Kepler-174 c,3,
Kepler-174,Kepler-174 d,3,
Kepler-175,Kepler-175 b,2,
Kepler-175,Kepler-175 c,2,
Kepler-176,Kepler-176 b,4,
Kepler-176,Kepler-176 c,4,
Kepler-176,Kepler-176 d,4,
Kepler-176,Kepler-176 e,4,
Kepler-177,Kepler-177 b,2,
Kepler-177,Kepler-177 c,2,
Kepler-178,Kepler-178 b,3,
Kepler-178,Kepler-178 c,3,
Kepler-178,Kepler-178 d,3,
Kepler-179,Kepler-179 b,2,
Kepler-179,Kepler-179 c,2,
Kepler-18,Kepler-18 b,3,
Kepler-18,Kepler-18 c,3,
Kepler-18,Kepler-18 d,3,
Kepler-180,Kepler-180 b,2,
Kepler-180,Kepler-180 c,2,
Kepler-181,Kepler-181 b,2,
Kepler-181,Kepler-181 c,2,
Kepler-182,Kepler-182 b,2,
Kepler-182,Kepler-182 c,2,
Kepler-183,Kepler-183 b,2,
Kepler-183,Kepler-183 c,2,
Kepler-184,Kepler-184 b,3,
Kepler-184,Kepler-184 c,3,
Kepler-184,Kepler-184 d,3,
Kepler-185,Kepler-185 b,2,
Kepler-185,Kepler-185 c,2,
Kepler-186,Kepler-186 b,5,
Kepler-186,Kepler-186 c,5,
Kepler-186,Kepler-186 d,5,
Kepler-186,Kepler-186 e,5,
Kepler-186,Kepler-186 f,5,
Kepler-187,Kepler-187 b,2,
Kepler-187,Kepler-187 c,2,
Kepler-188,Kepler-188 b,2,
Kepler-188,Kepler-188 c,2,
Kepler-189,Kepler-189 b,2,
Kepler-189,Kepler-189 c,2,
Kepler-19,Kepler-19 b,3,
Kepler-19,Kepler-19 c,3,
Kepler-19,Kepler-19 d,3,
Kepler-190,Kepler-190 b,2,
Kepler-190,Kepler-190 c,2,
Kepler-191,Kepler-191 b,3,
Kepler-191,Kepler-191 c,3,
Kepler-191,Kepler-191 d,3,
Kepler-192,Kepler-192 b,3,
Kepler-192,Kepler-192 c,3,
Kepler-192,Kepler-192 d,3,
Kepler-193,Kepler-193 b,2,
Kepler-193,Kepler-193 c,2,
Kepler-194,Kepler-194 b,3,
Kepler-194,Kepler-194 c,3,
Kepler-194,Kepler-194 d,3,
Kepler-195,Kepler-195 b,2,
Kepler-195,Kepler-195 c,2,
Kepler-196,Kepler-196 b,2,
Kepler-196,Kepler-196 c,2,
Kepler-197,Kepler-197 b,4,
Kepler-197,Kepler-197 c,4,
Kepler-197,Kepler-197 d,4,
Kepler-197,Kepler-197 e,4,
Kepler-198,Kepler-198 b,3,
Kepler-198,Kepler-198 c,3,
Kepler-198,Kepler-198 d,3,
Kepler-199,Kepler-199 b,2,
Kepler-199,Kepler-199 c,2,
Kepler-20,Kepler-20 b,6,
Kepler-20,Kepler-20 c,6,
Kepler-20,Kepler-20 d,6,
Kepler-20,Kepler-20 e,6,
Kepler-20,Kepler-20 f,6,
Kepler-20,Kepler-20 g,6,
Kepler-200,Kepler-200 b,2,
Kepler-200,Kepler-200 c,2,
Kepler-201,Kepler-201 b,2,
Kepler-201,Kepler-201 c,2,
Kepler-202,Kepler-202 b,2,
Kepler-202,Kepler-202 c,2,
Kepler-203,Kepler-203 b,3,
Kepler-203,Kepler-203 c,3,
Kepler-203,Kepler-203 d,3,
Kepler-204,Kepler-204 b,2,
Kepler-204,Kepler-204 c,2,
Kepler-205,Kepler-205 b,2,
Kepler-205,Kepler-205 c,2,
Kepler-206,Kepler-206 b,3,
Kepler-206,Kepler-206 c,3,
Kepler-206,Kepler-206 d,3,
Kepler-207,Kepler-207 b,3,
Kepler-207,Kepler-207 c,3,
Kepler-207,Kepler-207 d,3,
Kepler-208,Kepler-208 b,4,
Kepler-208,Kepler-208 c,4,
Kepler-208,Kepler-208 d,4,
Kepler-208,Kepler-208 e,4,
Kepler-209,Kepler-209 b,2,
Kepler-209,Kepler-209 c,2,
Kepler-21,Kepler-21 b,1,
Kepler-210,Kepler-210 b,2,
Kepler-210,Kepler-210 c,2,
Kepler-211,Kepler-211 b,2,
Kepler-211,Kepler-211 c,2,
Kepler-212,Kepler-212 b,2,
Kepler-212,Kepler-212 c,2,
Kepler-213,Kepler-213 b,2,
Kepler-213,Kepler-213 c,2,
Kepler-214,Kepler-214 b,2,
Kepler-214,Kepler-214 c,2,
Kepler-215,Kepler-215 b,4,
Kepler-215,Kepler-215 c,4,
Kepler-215,Kepler-215 d,4,
Kepler-215,Kepler-215 e,4,
Kepler-216,Kepler-216 b,2,
Kepler-216,Kepler-216 c,2,
Kepler-217,Kepler-217 b,3,
Kepler-217,Kepler-217 c,3,
Kepler-217,Kepler-217 d,3,
Kepler-218,Kepler-218 b,3,
Kepler-218,Kepler-218 c,3,
Kepler-218,Kepler-218 d,3,
Kepler-219,Kepler-219 b,3,
Kepler-219,Kepler-219 c,3,
Kepler-219,Kepler-219 d,3,
Kepler-22,Kepler-22 b,1,
Kepler-220,Kepler-220 b,4,Cygnus
Kepler-220,Kepler-220 c,4,Cygnus
Kepler-220,Kepler-220 d,4,Cygnus
Kepler-220,Kepler-220 e,4,Cygnus
Kepler-221,Kepler-221 b,4,Cygnus
Kepler-221,Kepler-221 c,4,Cygnus
Kepler-221,Kepler-221 d,4,Cygnus
Kepler-221,Kepler-221 e,4,Cygnus
Kepler-222,Kepler-222 b,3,
Kepler-222,Kepler-222 c,3,
Kepler-222,Kepler-222 d,3,
Kepler-223,Kepler-223 b,4,Cygnus
Kepler-223,Kepler-223 c,4,Cygnus
Kepler-223,Kepler-223 d,4,Cygnus
Kepler-223,Kepler-223 e,4,Cygnus
Kepler-224,Kepler-224 b,4,Cygnus
Kepler-224,Kepler-224 c,4,Cygnus
Kepler-224,Kepler-224 d,4,Cygnus
Kepler-224,Kepler-224 e,4,Cygnus
Kepler-225,Kepler-225 b,2,
Kepler-225,Kepler-225 c,2,
Kepler-226,Kepler-226 b,3,
Kepler-226,Kepler-226 c,3,
Kepler-226,Kepler-226 d,3,
Kepler-227,Kepler-227 b,2,
Kepler-227,Kepler-227 c,2,
Kepler-228,Kepler-228 b,3,
Kepler-228,Kepler-228 c,3,
Kepler-228,Kepler-228 d,3,
Kepler-229,Kepler-229 b,3,
Kepler-229,Kepler-229 c,3,
Kepler-229,Kepler-229 d,3,
Kepler-23,Kepler-23 b,3,
Kepler-23,Kepler-23 c,3,
Kepler-23,Kepler-23 d,3,
Kepler-230,Kepler-230 b,2,
Kepler-230,Kepler-230 c,2,
Kepler-231,Kepler-231 b,2,
Kepler-231,Kepler-231 c,2,
Kepler-232,Kepler-232 b,2,
Kepler-232,Kepler-232 c,2,
Kepler-233,Kepler-233 b,2,
Kepler-233,Kepler-233 c,2,
Kepler-234,Kepler-234 b,2,
Kepler-234,Kepler-234 c,2,
Kepler-235,Kepler-235 b,4,Lyra
Kepler-235,Kepler-235 c,4,Lyra
Kepler-235,Kepler-235 d,4,Lyra
Kepler-235,Kepler-235 e,4,Lyra
Kepler-236,Kepler-236 b,2,
Kepler-236,Kepler-236 c,2,
Kepler-237,Kepler-237 b,2,
Kepler-237,Kepler-237 c,2,
Kepler-238,Kepler-238 b,5,Cygnus
Kepler-238,Kepler-238 c,5,Cygnus
Kepler-238,Kepler-238 d,5,Cygnus
Kepler-238,Kepler-238 e,5,Cygnus
Kepler-238,Kepler-238 f,5,Cygnus
Kepler-239,Kepler-239 b,2,
Kepler-239,Kepler-239 c,2,
Kepler-24,Kepler-24 b,4,
Kepler-24,Kepler-24 c,4,
Kepler-24,Kepler-24 d,4,
Kepler-24,Kepler-24 e,4,
Kepler-240,Kepler-240 b,2,
Kepler-240,Kepler-240 c,2,
Kepler-241,Kepler-241 b,2,
Kepler-241,Kepler-241 c,2,
Kepler-242,Kepler-242 b,2,
Kepler-242,Kepler-242 c,2,
Kepler-243,Kepler-243 b,2,
Kepler-243,Kepler-243 c,2,
Kepler-244,Kepler-244 b,3,
Kepler-244,Kepler-244 c,3,
Kepler-244,Kepler-244 d,3,
Kepler-245,Kepler-245 b,4,
Kepler-245,Kepler-245 c,4,
Kepler-245,Kepler-245 d,4,
Kepler-245,Kepler-245 e,4,
Kepler-246,Kepler-246 b,2,
Kepler-246,Kepler-246 c,2,
Kepler-247,Kepler-247 b,3,
Kepler-247,Kepler-247 c,3,
Kepler-247,Kepler-247 d,3,
Kepler-248,Kepler-248 b,2,
Kepler-248,Kepler-248 c,2,
Kepler-249,Kepler-249 b,3,
Kepler-249,Kepler-249 c,3,
Kepler-249,Kepler-249 d,3,
Kepler-25,Kepler-25 b,3,
Kepler-25,Kepler-25 c,3,
Kepler-25,Kepler-25 d,3,
Kepler-250,Kepler-250 b,3,
Kepler-250,Kepler-250 c,3,
Kepler-250,Kepler-250 d,3,
Kepler-251,Kepler-251 b,4,Cygnus
Kepler-251,Kepler-251 c,4,Cygnus
Kepler-251,Kepler-251 d,4,Cygnus
Kepler-251,Kepler-251 e,4,Cygnus
Kepler-252,Kepler-252 b,2,
Kepler-252,Kepler-252 c,2,
Kepler-253,Kepler-253 b,3,
Kepler-253,Kepler-253 c,3,
Kepler-253,Kepler-253 d,3,
Kepler-254,Kepler-254 b,3,
Kepler-254,Kepler-254 c,3,
Kepler-254,Kepler-254 d,3,
Kepler-255,Kepler-255 b,3,
Kepler-255,Kepler-255 c,3,
Kepler-255,Kepler-255 d,3,
Kepler-256,Kepler-256 b,4,Cygnus
Kepler-256,Kepler-256 c,4,Cygnus
Kepler-256,Kepler-256 d,4,Cygnus
Kepler-256,Kepler-256 e,4,Cygnus
Kepler-257,Kepler-257 b,3,
Kepler-257,Kepler-257 c,3,
Kepler-257,Kepler-257 d,3,
Kepler-258,Kepler-258 b,2,
Kepler-258,Kepler-258 c,2,
Kepler-259,Kepler-259 b,2,
Kepler-259,Kepler-259 c,2,
Kepler-26,Kepler-26 b,4,Lyra
Kepler-26,Kepler-26 c,4,Lyra
Kepler-26,Kepler-26 d,4,Lyra
Kepler-26,Kepler-26 e,4,Lyra
Kepler-260,Kepler-260 b,2,
Kepler-260,Kepler-260 c,2,
Kepler-261,Kepler-261 b,2,
Kepler-261,Kepler-261 c,2,
Kepler-262,Kepler-262 b,2,
Kepler-262,Kepler-262 c,2,
Kepler-263,Kepler-263 b,2,
Kepler-263,Kepler-263 c,2,
Kepler-264,Kepler-264 b,2,
Kepler-264,Kepler-264 c,2,
Kepler-265,Kepler-265 b,4,Lyra
Kepler-265,Kepler-265 c,4,Lyra
Kepler-265,Kepler-265 d,4,Lyra
Kepler-265,Kepler-265 e,4,Lyra
Kepler-266,Kepler-266 b,2,
Kepler-266,Kepler-266 c,2,
Kepler-267,Kepler-267 b,3,
Kepler-267,Kepler-267 c,3,
Kepler-267,Kepler-267 d,3,
Kepler-268,Kepler-268 b,2,
Kepler-268,Kepler-268 c,2,
Kepler-269,Kepler-269 b,2,
Kepler-269,Kepler-269 c,2,
Kepler-27,Kepler-27 b,2,
Kepler-27,Kepler-27 c,2,
Kepler-270,Kepler-270 b,2,
Kepler-270,Kepler-270 c,2,
Kepler-271,Kepler-271 b,3,
Kepler-271,Kepler-271 c,3,
Kepler-271,Kepler-271 d,3,
Kepler-272,Kepler-272 b,3,
Kepler-272,Kepler-272 c,3,
Kepler-272,Kepler-272 d,3,
Kepler-273,Kepler-273 b,2,
Kepler-273,Kepler-273 c,2,
Kepler-274,Kepler-274 b,2,
Kepler-274,Kepler-274 c,2,
Kepler-275,Kepler-275 b,3,
Kepler-275,Kepler-275 c,3,
Kepler-275,Kepler-275 d,3,
Kepler-276,Kepler-276 b,3,
Kepler-276,Kepler-276 c,3,
Kepler-276,Kepler-276 d,3,
Kepler-277,Kepler-277 b,2,
Kepler-277,Kepler-277 c,2,
Kepler-278,Kepler-278 b,2,
Kepler-278,Kepler-278 c,2,
Kepler-279,Kepler-279 b,3,
Kepler-279,Kepler-279 c,3,
Kepler-279,Kepler-279 d,3,
Kepler-28,Kepler-28 b,2,
Kepler-28,Kepler-28 c,2,
Kepler-280,Kepler-280 b,2,
Kepler-280,Kepler-280 c,2,
Kepler-281,Kepler-281 b,2,
Kepler-281,Kepler-281 c,2,
Kepler-282,Kepler-282 b,4,Hercules
Kepler-282,Kepler-282 c,4,Hercules
Kepler-282,Kepler-282 d,4,Hercules
Kepler-282,Kepler-282 e,4,Hercules
Kepler-283,Kepler-283 b,2,
Kepler-283,Kepler-283 c,2,
Kepler-284,Kepler-284 b,2,
Kepler-284,Kepler-284 c,2,
Kepler-285,Kepler-285 b,2,
Kepler-285,Kepler-285 c,2,
Kepler-286,Kepler-286 b,4,Cygnus
Kepler-286,Kepler-286 c,4,Cygnus
Kepler-286,Kepler-286 d,4,Cygnus
Kepler-286,Kepler-286 e,4,Cygnus
Kepler-287,Kepler-287 b,2,
Kepler-287,Kepler-287 c,2,
Kepler-288,Kepler-288 b,3,
Kepler-288,Kepler-288 c,3,
Kepler-288,Kepler-288 d,3,
Kepler-289,Kepler-289 b,3,
Kepler-289,Kepler-289 c,3,
Kepler-289,Kepler-289 d,3,
Kepler-29,Kepler-29 b,2,
Kepler-29,Kepler-29 c,2,
Kepler-290,Kepler-290 b,2,
Kepler-290,Kepler-290 c,2,
Kepler-291,Kepler-291 b,2,
Kepler-291,Kepler-291 c,2,
Kepler-292,Kepler-292 b,5,Cygnus
Kepler-292,Kepler-292 c,5,Cygnus
Kepler-292,Kepler-292 d,5,Cygnus
Kepler-292,Kepler-292 e,5,Cygnus
Kepler-292,Kepler-292 f,5,Cygnus
Kepler-293,Kepler-293 b,2,
Kepler-293,Kepler-293 c,2,
Kepler-294,Kepler-294 b,2,
Kepler-294,Kepler-294 c,2,
Kepler-295,Kepler-295 b,3,
Kepler-295,Kepler-295 c,3,
Kepler-295,Kepler-295 d,3,
Kepler-296,Kepler-296 b,5, Draco
Kepler-296,Kepler-296 c,5, Draco
Kepler-296,Kepler-296 d,5, Draco
Kepler-296,Kepler-296 e,5, Draco
Kepler-296,Kepler-296 f,5, Draco
Kepler-297,Kepler-297 b,2,
Kepler-297,Kepler-297 c,2,
Kepler-298,Kepler-298 b,3,
Kepler-298,Kepler-298 c,3,
Kepler-298,Kepler-298 d,3,
Kepler-299,Kepler-299 b,4,
Kepler-299,Kepler-299 c,4,
Kepler-299,Kepler-299 d,4,
Kepler-299,Kepler-299 e,4,
Kepler-30,Kepler-30 b,3,
Kepler-30,Kepler-30 c,3,
Kepler-30,Kepler-30 d,3,
Kepler-300,Kepler-300 b,2,
Kepler-300,Kepler-300 c,2,
Kepler-301,Kepler-301 b,3,
Kepler-301,Kepler-301 c,3,
Kepler-301,Kepler-301 d,3,
Kepler-302,Kepler-302 b,2,
Kepler-302,Kepler-302 c,2,
Kepler-303,Kepler-303 b,2,
Kepler-303,Kepler-303 c,2,
Kepler-304,Kepler-304 b,4,
Kepler-304,Kepler-304 c,4,
Kepler-304,Kepler-304 d,4,
Kepler-304,Kepler-304 e,4,
Kepler-305,Kepler-305 b,3,
Kepler-305,Kepler-305 c,3,
Kepler-305,Kepler-305 d,3,
Kepler-306,Kepler-306 b,4,
Kepler-306,Kepler-306 c,4,
Kepler-306,Kepler-306 d,4,
Kepler-306,Kepler-306 e,4,
Kepler-307,Kepler-307 b,2,
Kepler-307,Kepler-307 c,2,
Kepler-308,Kepler-308 b,2,
Kepler-308,Kepler-308 c,2,
Kepler-309,Kepler-309 b,2,
Kepler-309,Kepler-309 c,2,
Kepler-31,Kepler-31 b,3,
Kepler-31,Kepler-31 c,3,
Kepler-31,Kepler-31 d,3,
Kepler-310,Kepler-310 b,3,
Kepler-310,Kepler-310 c,3,
Kepler-310,Kepler-310 d,3,
Kepler-311,Kepler-311 b,2,
Kepler-311,Kepler-311 c,2,
Kepler-312,Kepler-312 b,2,
Kepler-312,Kepler-312 c,2,
Kepler-313,Kepler-313 b,2,
Kepler-313,Kepler-313 c,2,
Kepler-314,Kepler-314 b,2,
Kepler-314,Kepler-314 c,2,
Kepler-315,Kepler-315 b,2,
Kepler-315,Kepler-315 c,2,
Kepler-316,Kepler-316 b,2,
Kepler-316,Kepler-316 c,2,
Kepler-317,Kepler-317 b,2,
Kepler-317,Kepler-317 c,2,
Kepler-318,Kepler-318 b,2,
Kepler-318,Kepler-318 c,2,
Kepler-319,Kepler-319 b,3,
Kepler-319,Kepler-319 c,3,
Kepler-319,Kepler-319 d,3,
Kepler-32,Kepler-32 b,5,Cygnus
Kepler-32,Kepler-32 c,5,Cygnus
Kepler-32,Kepler-32 d,5,Cygnus
Kepler-32,Kepler-32 e,5,Cygnus
Kepler-32,Kepler-32 f,5,Cygnus
Kepler-320,Kepler-320 b,2,
Kepler-320,Kepler-320 c,2,
Kepler-321,Kepler-321 b,2,
Kepler-321,Kepler-321 c,2,
Kepler-322,Kepler-322 b,2,
Kepler-322,Kepler-322 c,2,
Kepler-323,Kepler-323 b,2,
Kepler-323,Kepler-323 c,2,
Kepler-324,Kepler-324 b,2,
Kepler-324,Kepler-324 c,2,
Kepler-325,Kepler-325 b,3,
Kepler-325,Kepler-325 c,3,
Kepler-325,Kepler-325 d,3,
Kepler-326,Kepler-326 b,3,
Kepler-326,Kepler-326 c,3,
Kepler-326,Kepler-326 d,3,
Kepler-327,Kepler-327 b,3,
Kepler-327,Kepler-327 c,3,
Kepler-327,Kepler-327 d,3,
Kepler-328,Kepler-328 b,2,
Kepler-328,Kepler-328 c,2,
Kepler-329,Kepler-329 b,2,
Kepler-329,Kepler-329 c,2,
Kepler-33,Kepler-33 b,5,Cygnus
Kepler-33,Kepler-33 c,5,Cygnus
Kepler-33,Kepler-33 d,5,Cygnus
Kepler-33,Kepler-33 e,5,Cygnus
Kepler-33,Kepler-33 f,5,Cygnus
Kepler-330,Kepler-330 b,2,
Kepler-330,Kepler-330 c,2,
Kepler-331,Kepler-331 b,3,
Kepler-331,Kepler-331 c,3,
Kepler-331,Kepler-331 d,3,
Kepler-332,Kepler-332 b,3,
Kepler-332,Kepler-332 c,3,
Kepler-332,Kepler-332 d,3,
Kepler-333,Kepler-333 b,2,
Kepler-333,Kepler-333 c,2,
Kepler-334,Kepler-334 b,3,
Kepler-334,Kepler-334 c,3,
Kepler-334,Kepler-334 d,3,
Kepler-335,Kepler-335 b,2,
Kepler-335,Kepler-335 c,2,
Kepler-336,Kepler-336 b,3,
Kepler-336,Kepler-336 c,3,
Kepler-336,Kepler-336 d,3,
Kepler-337,Kepler-337 b,2,
Kepler-337,Kepler-337 c,2,
Kepler-338,Kepler-338 b,4,Lyra
Kepler-338,Kepler-338 c,4,Lyra
Kepler-338,Kepler-338 d,4,Lyra
Kepler-338,Kepler-338 e,4,Lyra
Kepler-339,Kepler-339 b,3,
Kepler-339,Kepler-339 c,3,
Kepler-339,Kepler-339 d,3,
Kepler-34,Kepler-34 b,1,
Kepler-340,Kepler-340 b,2,
Kepler-340,Kepler-340 c,2,
Kepler-341,Kepler-341 b,4,
Kepler-341,Kepler-341 c,4,
Kepler-341,Kepler-341 d,4,
Kepler-341,Kepler-341 e,4,
Kepler-342,Kepler-342 b,4,
Kepler-342,Kepler-342 c,4,
Kepler-342,Kepler-342 d,4,
Kepler-342,Kepler-342 e,4,
Kepler-343,Kepler-343 b,2,
Kepler-343,Kepler-343 c,2,
Kepler-344,Kepler-344 b,2,
Kepler-344,Kepler-344 c,2,
Kepler-345,Kepler-345 b,2,
Kepler-345,Kepler-345 c,2,
Kepler-346,Kepler-346 b,2,
Kepler-346,Kepler-346 c,2,
Kepler-347,Kepler-347 b,2,
Kepler-347,Kepler-347 c,2,
Kepler-348,Kepler-348 b,2,
Kepler-348,Kepler-348 c,2,
Kepler-349,Kepler-349 b,2,
Kepler-349,Kepler-349 c,2,
Kepler-35,Kepler-35 b,1,
Kepler-350,Kepler-350 b,3,
Kepler-350,Kepler-350 c,3,
Kepler-350,Kepler-350 d,3,
Kepler-351,Kepler-351 b,3,
Kepler-351,Kepler-351 c,3,
Kepler-351,Kepler-351 d,3,
Kepler-352,Kepler-352 b,2,
Kepler-352,Kepler-352 c,2,
Kepler-353,Kepler-353 b,2,
Kepler-353,Kepler-353 c,2,
Kepler-354,Kepler-354 b,3,
Kepler-354,Kepler-354 c,3,
Kepler-354,Kepler-354 d,3,
Kepler-355,Kepler-355 b,2,
Kepler-355,Kepler-355 c,2,
Kepler-356,Kepler-356 b,2,
Kepler-356,Kepler-356 c,2,
Kepler-357,Kepler-357 b,3,
Kepler-357,Kepler-357 c,3,
Kepler-357,Kepler-357 d,3,
Kepler-358,Kepler-358 b,2,
Kepler-358,Kepler-358 c,2,
Kepler-359,Kepler-359 b,3,
Kepler-359,Kepler-359 c,3,
Kepler-359,Kepler-359 d,3,
Kepler-36,Kepler-36 b,2,
Kepler-36,Kepler-36 c,2,
Kepler-360,Kepler-360 b,2,
Kepler-360,Kepler-360 c,2,
Kepler-361,Kepler-361 b,2,
Kepler-361,Kepler-361 c,2,
Kepler-362,Kepler-362 b,2,
Kepler-362,Kepler-362 c,2,
Kepler-363,Kepler-363 b,3,
Kepler-363,Kepler-363 c,3,
Kepler-363,Kepler-363 d,3,
Kepler-364,Kepler-364 b,2,
Kepler-364,Kepler-364 c,2,
Kepler-365,Kepler-365 b,2,
Kepler-365,Kepler-365 c,2,
Kepler-366,Kepler-366 b,2,
Kepler-366,Kepler-366 c,2,
Kepler-367,Kepler-367 b,2,
Kepler-367,Kepler-367 c,2,
Kepler-368,Kepler-368 b,2,
Kepler-368,Kepler-368 c,2,
Kepler-369,Kepler-369 b,2,
Kepler-369,Kepler-369 c,2,
Kepler-37,Kepler-37 b,4,Lyra
Kepler-37,Kepler-37 c,4,Lyra
Kepler-37,Kepler-37 d,4,Lyra
Kepler-37,Kepler-37 e,4,Lyra
Kepler-370,Kepler-370 b,2,
Kepler-370,Kepler-370 c,2,
Kepler-371,Kepler-371 b,2,
Kepler-371,Kepler-371 c,2,
Kepler-372,Kepler-372 b,3,
Kepler-372,Kepler-372 c,3,
Kepler-372,Kepler-372 d,3,
Kepler-373,Kepler-373 b,2,
Kepler-373,Kepler-373 c,2,
Kepler-374,Kepler-374 b,3,
Kepler-374,Kepler-374 c,3,
Kepler-374,Kepler-374 d,3,
Kepler-375,Kepler-375 b,2,
Kepler-375,Kepler-375 c,2,
Kepler-376,Kepler-376 b,2,
Kepler-376,Kepler-376 c,2,
Kepler-377,Kepler-377 b,2,
Kepler-377,Kepler-377 c,2,
Kepler-378,Kepler-378 b,2,
Kepler-378,Kepler-378 c,2,
Kepler-379,Kepler-379 b,2,
Kepler-379,Kepler-379 c,2,
Kepler-38,Kepler-38 b,1,
Kepler-380,Kepler-380 b,2,
Kepler-380,Kepler-380 c,2,
Kepler-381,Kepler-381 b,2,
Kepler-381,Kepler-381 c,2,
Kepler-382,Kepler-382 b,2,
Kepler-382,Kepler-382 c,2,
Kepler-383,Kepler-383 b,2,
Kepler-383,Kepler-383 c,2,
Kepler-384,Kepler-384 b,2,
Kepler-384,Kepler-384 c,2,
Kepler-385,Kepler-385 b,2,
Kepler-385,Kepler-385 c,2,
Kepler-386,Kepler-386 b,2,
Kepler-386,Kepler-386 c,2,
Kepler-387,Kepler-387 b,2,
Kepler-387,Kepler-387 c,2,
Kepler-388,Kepler-388 b,2,
Kepler-388,Kepler-388 c,2,
Kepler-389,Kepler-389 b,2,
Kepler-389,Kepler-389 c,2,
Kepler-39,Kepler-39 b,1,
Kepler-390,Kepler-390 b,2,
Kepler-390,Kepler-390 c,2,
Kepler-391,Kepler-391 b,2,
Kepler-391,Kepler-391 c,2,
Kepler-392,Kepler-392 b,2,
Kepler-392,Kepler-392 c,2,
Kepler-393,Kepler-393 b,2,
Kepler-393,Kepler-393 c,2,
Kepler-394,Kepler-394 b,2,
Kepler-394,Kepler-394 c,2,
Kepler-395,Kepler-395 b,2,
Kepler-395,Kepler-395 c,2,
Kepler-396,Kepler-396 b,2,
Kepler-396,Kepler-396 c,2,
Kepler-397,Kepler-397 b,2,
Kepler-397,Kepler-397 c,2,
Kepler-398,Kepler-398 b,3,
Kepler-398,Kepler-398 c,3,
Kepler-398,Kepler-398 d,3,
Kepler-399,Kepler-399 b,3,
Kepler-399,Kepler-399 c,3,
Kepler-399,Kepler-399 d,3,
Kepler-4,Kepler-4 b,1,Draco
Kepler-40,Kepler-40 b,1,
Kepler-400,Kepler-400 b,2,
Kepler-400,Kepler-400 c,2,
Kepler-401,Kepler-401 b,3,
Kepler-401,Kepler-401 c,3,
Kepler-401,Kepler-401 d,3,
Kepler-402,Kepler-402 b,4,Lyra
Kepler-402,Kepler-402 c,4,Lyra
Kepler-402,Kepler-402 d,4,Lyra
Kepler-402,Kepler-402 e,4,Lyra
Kepler-403,Kepler-403 b,3,
Kepler-403,Kepler-403 c,3,
Kepler-403,Kepler-403 d,3,
Kepler-404,Kepler-404 b,2,
Kepler-404,Kepler-404 c,2,
Kepler-405,Kepler-405 b,2,
Kepler-405,Kepler-405 c,2,
Kepler-406,Kepler-406 b,2,
Kepler-406,Kepler-406 c,2,
Kepler-407,Kepler-407 b,2,
Kepler-407,Kepler-407 c,2,
Kepler-408,Kepler-408 b,1,
Kepler-409,Kepler-409 b,1,
Kepler-41,Kepler-41 b,1,
Kepler-410 A,Kepler-410 A b,1,
Kepler-411,Kepler-411 b,4,Cygnus
Kepler-411,Kepler-411 c,4,Cygnus
Kepler-411,Kepler-411 d,4,Cygnus
Kepler-411,Kepler-411 e,4,Cygnus
Kepler-412,Kepler-412 b,1,
Kepler-413,Kepler-413 b,1,
Kepler-414,Kepler-414 b,2,
Kepler-414,Kepler-414 c,2,
Kepler-415,Kepler-415 b,2,
Kepler-415,Kepler-415 c,2,
Kepler-416,Kepler-416 b,2,
Kepler-416,Kepler-416 c,2,
Kepler-417,Kepler-417 b,2,
Kepler-417,Kepler-417 c,2,
Kepler-418,Kepler-418 b,1,
Kepler-419,Kepler-419 b,2,
Kepler-419,Kepler-419 c,2,
Kepler-42,Kepler-42 b,3,
Kepler-42,Kepler-42 c,3,
Kepler-42,Kepler-42 d,3,
Kepler-421,Kepler-421 b,1,
Kepler-422,Kepler-422 b,1,
Kepler-423,Kepler-423 b,1,
Kepler-424,Kepler-424 b,2,
Kepler-424,Kepler-424 c,2,
Kepler-425,Kepler-425 b,1,
Kepler-426,Kepler-426 b,1,
Kepler-427,Kepler-427 b,1,
Kepler-428,Kepler-428 b,1,
Kepler-43,Kepler-43 b,1,
Kepler-430,Kepler-430 b,2,
Kepler-430,Kepler-430 c,2,
Kepler-431,Kepler-431 b,3,
Kepler-431,Kepler-431 c,3,
Kepler-431,Kepler-431 d,3,
Kepler-432,Kepler-432 b,2,
Kepler-432,Kepler-432 c,2,
Kepler-433,Kepler-433 b,1,
Kepler-434,Kepler-434 b,1,
Kepler-435,Kepler-435 b,1,
Kepler-436,Kepler-436 b,2,
Kepler-436,Kepler-436 c,2,
Kepler-437,Kepler-437 b,1,
Kepler-438,Kepler-438 b,1,
Kepler-439,Kepler-439 b,1,
Kepler-44,Kepler-44 b,1,
Kepler-440,Kepler-440 b,1,
Kepler-441,Kepler-441 b,1,
Kepler-442,Kepler-442 b,1,
Kepler-443,Kepler-443 b,1,
Kepler-444,Kepler-444 b,5,Lyra
Kepler-444,Kepler-444 c,5,Lyra
Kepler-444,Kepler-444 d,5,Lyra
